epoch,train_loss
0,0.5874567852645624
1,0.26849376056037966
2,0.24549338050553057
3,0.24172581903270032
4,0.2392342056407303
5,0.2383520708220904
6,0.2383732001801006
7,0.2376631781703136
8,0.23827037899220577
9,0.23503236741316122
10,0.23397873073327738
11,0.23428985623062634
12,0.23474202415005105
13,0.2347354561579032
14,0.23229657113552094
15,0.23244095557048672
16,0.2324093497190319
17,0.2323826285170727
18,0.23287667456220407
19,0.23056914156577626
20,0.2316158926877819
21,0.23103015759929282
22,0.23058218618885415
23,0.23190543250959428
24,0.23053548448398464
25,0.22998554516034048
26,0.22897841305029196
27,0.23063009586490568
28,0.23095212998937387
29,0.22993155434483387
30,0.2294376648840357
31,0.22993356820012703
32,0.23230491016731888
33,0.2295226957954344
34,0.22857588700583722
35,0.2275030664244636
36,0.22829600777782377
37,0.22829154720071887
38,0.22758021682012278
39,0.2233336316268952
40,0.22574700341850032
41,0.22094443758003046
42,0.2169929803883443
43,0.21334875045252627
44,0.2116252242541704
45,0.21160823693040942
46,0.2115986540180738
47,0.21178009593095937
48,0.21091565734050313
49,0.20951473810633675
50,0.20938504914768408
51,0.20923172328315798
52,0.20917790004464445
53,0.20961878949501475
54,0.20777479962247317
55,0.2082445750959584
56,0.20907182747223338
57,0.20896534597287414
58,0.20920071225674425
59,0.2081865235918858
60,0.20744904826899044
61,0.208168804401257
62,0.20780259908222762
63,0.2089218724457944
64,0.20948296614357684
65,0.20718424266479055
66,0.20734119244286273
67,0.20712949115721907
68,0.20729240359830076
69,0.2068457422686405
70,0.2081930163453837
71,0.20626339633933832
72,0.20598799454384162
73,0.20622596877520202
74,0.20637969135260972
75,0.20632176907336125
76,0.20681147033073863
77,0.20752953237197438
78,0.207670233044468
79,0.20687948020755267
80,0.20590513162925594
81,0.20554412290698193
82,0.2069576893185006
83,0.20647880263993
84,0.2067242425973298
85,0.20620843474982214
86,0.20511689122583046
87,0.20581559568155008
88,0.20625048900236848
89,0.2059646273245577
90,0.20472535979552348
91,0.20466533254404537
92,0.20581422941606553
93,0.2057902617532699
94,0.20568525546886882
95,0.20599957445605857
96,0.20574850723391674
97,0.20602191373950146
98,0.205137309480886
99,0.2053938644831298
100,0.20427550522030377
101,0.20374112564032196
102,0.20517667859304148
103,0.20446971132129918
104,0.20464588286446744
105,0.20478720987429383
106,0.20357859794233665
107,0.203923725690998
108,0.20474995306280794
109,0.20360449860330487
110,0.20429894352545502
111,0.20413654773938852
112,0.20455610849818245
113,0.20525175284166805
114,0.20552513149918103
115,0.20499500900995535
116,0.20348543001980077
117,0.20370607933060067
118,0.20394755875478027
119,0.20343147609077517
120,0.20451395531169703
121,0.20251538934277707
122,0.20340533383557055
123,0.2028692364692688
124,0.2031236339787968
125,0.20232572101178717
126,0.2026915796956078
127,0.20179942347964303
128,0.20215118126791032
129,0.2015352124562029
130,0.20313173581342228
131,0.2023219730033249
132,0.20181764735550176
133,0.2019499332689848
134,0.2014033486608599
135,0.20370160605086654
136,0.2017367035150528
137,0.2018511505400548
138,0.20092204286426793
139,0.2016526326292851
140,0.1999560650743422
141,0.20098159962990245
142,0.20023943459401367
143,0.2000423918982021
144,0.2011590152978897
145,0.19997578175341496
146,0.20108407051836857
147,0.20090681265612118
148,0.20044842435688268
149,0.19966957608207328
150,0.20002702660247929
151,0.1995590871474782
152,0.2014603260599199
153,0.19981286906805196
154,0.19967539657334812
155,0.1999939912166752
156,0.19917620913904222
157,0.19902962763778498
158,0.19940364678375055
159,0.1995147791553716
160,0.1986050363935408
161,0.19979853097532616
162,0.19975154370558065
163,0.19866808393939597
164,0.19947030309770927
165,0.19955890955495054
166,0.19874116656233054
167,0.19805988913676778
168,0.19879734003153005
169,0.19907999869252815
170,0.19883564261139416
171,0.19929107437368299
172,0.19989725141251674
173,0.19987960257491127
174,0.1984102765067679
175,0.19876694605975856
176,0.19901432219098825
177,0.20011948659771778
178,0.1996222287416458
179,0.19940889223677213
180,0.1989528104418614
181,0.19886580134024384
182,0.19855592729615384
183,0.19801423320027647
184,0.1982069860716335
185,0.19902223275333156
186,0.19778577665813635
187,0.1980581286012149
188,0.19798824337662244
189,0.19771208699609413
190,0.19763920663810167
191,0.19744161333216995
192,0.19847312740615156
193,0.19835434512036745
194,0.19733283754254952
195,0.19710776527396967
196,0.1978826244346431
197,0.19759823210903857
